,PharmGKB ID,Name,Source,Testing Level,Has Prescribing Info,Has Dosing Info,Has Alternate Drug,Prescribing,Chemicals,Genes,Variants/Haplotypes,type,drugbank_id,name,indication,atc_codes,actions,pubmed_ids,uniprot,EntryName,ProteinID,ProteinFamily,ProteinSuperFamily
1162,PA166160288,Annotation of HCSC Label for brentuximab vedotin and TNFRSF8,HCSC,Informative PGx,,,,,brentuximab vedotin,TNFRSF8,,biotech,DB08870,brentuximab vedotin,"Seattle Genetics Announced FDA Approval of ADCETRIS® (Brentuximab Vedotin) in combination with chemotherapy for adults with previously untreated stage III or IV Classical Hodgkin Lymphoma in March 2018  [L1737, L1739].

Hodgkin lymphoma after failure of autologous stem cell transplant (ASCT) or after failure of at least two prior multi-agent chemotherapy regimens in patients who are not ASCT candidates [FDA label], [L1737].

Systemic anaplastic large cell lymphoma after failure of at least one prior multi-agent chemotherapy regimen [FDA label].",['L01XC12'],binder,12714494,P28908,tnr8_human,tnr8,TNFR8 family,TNFR8 family
1163,PA166185145,Annotation of FDA Label for brentuximab vedotin and TNFRSF8,FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,brentuximab vedotin,TNFRSF8,,biotech,DB08870,brentuximab vedotin,"Seattle Genetics Announced FDA Approval of ADCETRIS® (Brentuximab Vedotin) in combination with chemotherapy for adults with previously untreated stage III or IV Classical Hodgkin Lymphoma in March 2018  [L1737, L1739].

Hodgkin lymphoma after failure of autologous stem cell transplant (ASCT) or after failure of at least two prior multi-agent chemotherapy regimens in patients who are not ASCT candidates [FDA label], [L1737].

Systemic anaplastic large cell lymphoma after failure of at least one prior multi-agent chemotherapy regimen [FDA label].",['L01XC12'],binder,12714494,P28908,tnr8_human,tnr8,TNFR8 family,TNFR8 family
1164,PA166104779,Annotation of EMA Label for indacaterol and ADRB2,EMA,Informative PGx,,,,,indacaterol,ADRB2,,small molecule,DB05039,indacaterol,"For the long term, once-daily-dosing maintenance of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.
","['R03AC18', 'R03AL04', 'R03AL12', 'R03AK14']",agonist,16022567,P07550,adrb2_human,adrb2,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB2 sub-subfamily",G-protein coupled receptor
1165,PA166104800,Annotation of FDA Label for indacaterol and UGT1A1,FDA,Informative PGx,,,,,indacaterol,UGT1A1,,small molecule,DB05039,indacaterol,"For the long term, once-daily-dosing maintenance of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.
","['R03AC18', 'R03AL04', 'R03AL12', 'R03AK14']",agonist,16022567,P07550,adrb2_human,adrb2,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB2 sub-subfamily",G-protein coupled receptor
1166,PA166184377,Annotation of Swissmedic Label for indacaterol and UGT1A1,Swissmedic,Informative PGx,,,,,indacaterol,UGT1A1,UGT1A1*28,small molecule,DB05039,indacaterol,"For the long term, once-daily-dosing maintenance of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.
","['R03AC18', 'R03AL04', 'R03AL12', 'R03AK14']",agonist,16022567,P07550,adrb2_human,adrb2,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB2 sub-subfamily",G-protein coupled receptor
1167,PA166123543,Annotation of PMDA Label for indacaterol and UGT1A1,PMDA,Actionable PGx,,,,,indacaterol,UGT1A1,,small molecule,DB05039,indacaterol,"For the long term, once-daily-dosing maintenance of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.
","['R03AC18', 'R03AL04', 'R03AL12', 'R03AK14']",agonist,16022567,P07550,adrb2_human,adrb2,"G-protein coupled receptor 1 family, Adrenergic receptor subfamily, ADRB2 sub-subfamily",G-protein coupled receptor
1168,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17016423|17701954|11752352,P00519,abl1_human,abl1,"Protein kinase superfamily, Tyr protein kinase family, ABL subfamily",Protein kinase superfamily
1169,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17429625|17148760|17155893|16397263|16230377|11752352,P12931,src_human,src,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1170,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],antagonist,17139284|17016423|20072833,P29317,epha2_human,epha2,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Protein kinase superfamily
1171,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17154512|20072833|11752352,P06239,lck_human,lck,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1172,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],inhibitor,16507911|17541990|20072833,P07947,yes_human,yes,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1173,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],antagonist,16397263|16434489|17351742,P10721,kit_human,kit,"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",Protein kinase superfamily
1174,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],antagonist,16497876|16436588|20072833,P09619,pgfrb_human,pgfrb,"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",Protein kinase superfamily
1175,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],inhibitor,17020995|17431118,P51692,sta5b_human,sta5b,Transcription factor STAT family,Transcription factor STAT family
1176,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17016423|20072833|11752352,P42684,abl2_human,abl2,"Protein kinase superfamily, Tyr protein kinase family, ABL subfamily",Protein kinase superfamily
1177,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17139284|17016423|20072833|11752352,P06241,fyn_human,fyn,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1178,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,17684099,Q06187,btk_human,btk,"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",Protein kinase superfamily
1179,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,17684099,Q92570,nr4a3_human,nr4a3,"Nuclear hormone receptor family, NR4 subfamily","Nuclear hormone receptor family, NR subfamily"
1180,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,15256671,P11274,bcr_human,bcr,Other,
1181,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P41240,csk_human,csk,"Protein kinase superfamily, Tyr protein kinase family, CSK subfamily",Protein kinase superfamily
1182,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P54756,epha5_human,epha5,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Protein kinase superfamily
1183,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P54760,ephb4_human,ephb4,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Protein kinase superfamily
1184,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P09769,fgr_human,fgr,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1185,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P42685,frk_human,frk,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1186,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P11142,hsp7c_human,hsp7c,Heat shock protein 70 family,Heat shock protein 0 family
1187,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P07948,lyn_human,lyn,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1188,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,Q9NYL2,m3k20_human,m3k20,"Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily",Protein kinase superfamily
1189,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,Q16539,mk14_human,mk14,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily",Protein kinase superfamily
1190,PA166104781,"Annotation of FDA Label for dasatinib and ABL1, BCR",FDA,Testing required,Prescribing Info,,Alternate Drug,Prescribing,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,Q06203,pur1_human,pur1,Purine/pyrimidine phosphoribosyltransferase family,Purine/pyrimidine phosphoribosyltransferase family
1191,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17016423|17701954|11752352,P00519,abl1_human,abl1,"Protein kinase superfamily, Tyr protein kinase family, ABL subfamily",Protein kinase superfamily
1192,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17429625|17148760|17155893|16397263|16230377|11752352,P12931,src_human,src,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1193,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],antagonist,17139284|17016423|20072833,P29317,epha2_human,epha2,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Protein kinase superfamily
1194,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17154512|20072833|11752352,P06239,lck_human,lck,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1195,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],inhibitor,16507911|17541990|20072833,P07947,yes_human,yes,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1196,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],antagonist,16397263|16434489|17351742,P10721,kit_human,kit,"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",Protein kinase superfamily
1197,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],antagonist,16497876|16436588|20072833,P09619,pgfrb_human,pgfrb,"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",Protein kinase superfamily
1198,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],inhibitor,17020995|17431118,P51692,sta5b_human,sta5b,Transcription factor STAT family,Transcription factor STAT family
1199,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17016423|20072833|11752352,P42684,abl2_human,abl2,"Protein kinase superfamily, Tyr protein kinase family, ABL subfamily",Protein kinase superfamily
1200,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],multitarget,17139284|17016423|20072833|11752352,P06241,fyn_human,fyn,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1201,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,17684099,Q06187,btk_human,btk,"Protein kinase superfamily, Tyr protein kinase family, TEC subfamily",Protein kinase superfamily
1202,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,17684099,Q92570,nr4a3_human,nr4a3,"Nuclear hormone receptor family, NR4 subfamily","Nuclear hormone receptor family, NR subfamily"
1203,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,15256671,P11274,bcr_human,bcr,Other,
1204,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P41240,csk_human,csk,"Protein kinase superfamily, Tyr protein kinase family, CSK subfamily",Protein kinase superfamily
1205,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P54756,epha5_human,epha5,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Protein kinase superfamily
1206,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P54760,ephb4_human,ephb4,"Protein kinase superfamily, Tyr protein kinase family, Ephrin receptor subfamily",Protein kinase superfamily
1207,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P09769,fgr_human,fgr,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1208,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P42685,frk_human,frk,"Protein kinase superfamily, Tyr protein kinase family, SRC subfamily",Protein kinase superfamily
1209,PA166123537,"Annotation of PMDA Label for dasatinib and ABL1, BCR",PMDA,Testing required,,,,,dasatinib,ABL1; BCR,,small molecule,DB01254,dasatinib,"For the treatment of adults with chronic, accelerated, or myeloid or lymphoid blast phase chronic myeloid leukemia with resistance or intolerance to prior therapy. Also indicated for the treatment of adults with Philadelphia chromosome-positive acute lymphoblastic leukemia with resistance or intolerance to prior therapy.",['L01XE06'],,18180381,P11142,hsp7c_human,hsp7c,Heat shock protein 70 family,Heat shock protein 0 family
